Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Sports Direct,1185732,2021-05-10,Midwest,North Dakota,Fargo,Men's Street Footwear,60.0,495.0,29700,10395,In-store
West Gear,1185732,2021-05-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60.0,495.0,29700,8910,In-store
Kohl's,1185732,2021-03-06,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,495.0,17325,6064,In-store
Sports Direct,1185732,2021-05-13,Northeast,Massachusetts,Boston,Men's Street Footwear,55.0,495.0,27225,8168,In-store
Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,45.0,475.0,21375,8550,Outlet
Sports Direct,1197831,2021-08-19,South,Texas,Dallas,Women's Street Footwear,35.0,475.0,16625,4988,Outlet
Sports Direct,1197831,2021-10-14,South,Texas,Dallas,Men's Apparel,60.0,475.0,28500,9975,Outlet
Foot Locker,1185732,2021-10-28,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,45.0,475.0,21375,11756,Outlet
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.0,475.0,30875,15438,Outlet
Foot Locker,1185732,2021-12-27,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,70.0,475.0,33250,18288,Outlet
West Gear,1128299,2020-01-07,West,Nevada,Las Vegas,Women's Apparel,45.0,475.0,21375,4275,Outlet
West Gear,1128299,2020-02-16,West,Nevada,Las Vegas,Women's Athletic Footwear,65.0,475.0,30875,10806,In-store
West Gear,1128299,2020-02-17,West,Nevada,Las Vegas,Men's Apparel,75.0,475.0,35625,19594,In-store
West Gear,1128299,2020-03-08,West,Nevada,Las Vegas,Women's Apparel,75.0,475.0,35625,5344,In-store
West Gear,1128299,2020-03-11,West,Nevada,Las Vegas,Women's Street Footwear,60.0,475.0,28500,9975,In-store
West Gear,1128299,2020-03-12,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,475.0,28500,8550,In-store
West Gear,1128299,2020-03-20,West,Colorado,Denver,Women's Apparel,40.0,475.0,19000,2850,In-store
West Gear,1128299,2020-04-13,West,Colorado,Denver,Women's Apparel,80.0,475.0,38000,11400,In-store
West Gear,1128299,2020-04-23,West,Colorado,Denver,Women's Athletic Footwear,65.0,475.0,30875,12350,In-store
West Gear,1128299,2020-07-27,West,Washington,Seattle,Women's Street Footwear,60.0,475.0,28500,7125,In-store
West Gear,1128299,2020-08-04,West,Washington,Seattle,Men's Apparel,90.0,475.0,42750,10688,In-store
Foot Locker,1185732,2020-12-22,Midwest,Minnesota,Minneapolis,Men's Street Footwear,55.0,475.0,26125,9144,Outlet
Kohl's,1189833,2020-12-28,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35.0,475.0,16625,7481,Outlet
Kohl's,1189833,2020-12-29,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,45.0,475.0,21375,6413,Outlet
Kohl's,1189833,2020-12-30,Midwest,Minnesota,Minneapolis,Women's Street Footwear,45.0,475.0,21375,9619,Outlet
Kohl's,1189833,2021-01-02,Midwest,Montana,Billings,Women's Apparel,45.0,475.0,21375,5344,Outlet
Kohl's,1189833,2021-02-06,Midwest,Montana,Billings,Men's Apparel,45.0,475.0,21375,12825,Outlet
Kohl's,1189833,2021-02-07,Midwest,Montana,Billings,Women's Apparel,60.0,475.0,28500,7125,Outlet
Kohl's,1189833,2021-03-03,Midwest,Montana,Billings,Women's Apparel,60.0,475.0,28500,7125,Outlet
Kohl's,1189833,2021-03-06,Midwest,Montana,Billings,Women's Street Footwear,45.0,475.0,21375,9619,Outlet
Kohl's,1189833,2021-03-07,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,475.0,21375,8550,Outlet
Sports Direct,1197831,2021-03-21,South,Tennessee,Knoxville,Women's Apparel,35.0,475.0,16625,8313,Outlet
Sports Direct,1197831,2021-03-24,South,Tennessee,Knoxville,Women's Street Footwear,30.0,475.0,14250,5700,Outlet
Sports Direct,1197831,2021-04-24,South,Tennessee,Knoxville,Women's Athletic Footwear,45.0,475.0,21375,11756,Outlet
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,50.0,475.0,23750,9500,Outlet
Sports Direct,1197831,2021-05-12,South,Tennessee,Knoxville,Women's Athletic Footwear,55.0,475.0,26125,14369,Outlet
Foot Locker,1185732,2021-05-27,Midwest,Nebraska,Omaha,Men's Street Footwear,35.0,475.0,16625,6650,Outlet
Sports Direct,1197831,2021-08-03,Midwest,Nebraska,Omaha,Women's Street Footwear,30.0,475.0,14250,5700,Outlet
Sports Direct,1197831,2021-08-04,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35.0,475.0,16625,8313,Outlet
Sports Direct,1197831,2021-08-06,South,Alabama,Birmingham,Women's Apparel,35.0,475.0,16625,9144,Outlet
Sports Direct,1197831,2021-09-26,South,Alabama,Birmingham,Women's Street Footwear,35.0,475.0,16625,8313,Outlet
Sports Direct,1197831,2021-09-29,South,Alabama,Birmingham,Women's Apparel,40.0,475.0,19000,12350,Outlet
Amazon,1185732,2021-12-17,Northeast,Maine,Portland,Men's Street Footwear,65.0,475.0,30875,10806,Outlet
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Street Footwear,35.0,475.0,16625,4156,Outlet
Foot Locker,1128299,2021-05-11,West,Hawaii,Honolulu,Women's Apparel,75.0,475.0,35625,14250,Outlet
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Women's Athletic Footwear,75.0,475.0,35625,8906,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Street Footwear,55.0,475.0,26125,6531,Outlet
Walmart,1128299,2021-10-10,West,Hawaii,Honolulu,Men's Athletic Footwear,65.0,475.0,30875,6175,Outlet
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Apparel,50.0,475.0,23750,10688,Outlet
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Women's Athletic Footwear,80.0,475.0,38000,11400,In-store
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Apparel,80.0,475.0,38000,7600,In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Men's Apparel,85.0,475.0,40375,8075,In-store
West Gear,1185732,2021-02-10,Northeast,New York,Albany,Women's Athletic Footwear,40.0,475.0,19000,5700,In-store
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Men's Apparel,55.0,475.0,26125,9144,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Men's Apparel,55.0,475.0,26125,9144,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,475.0,23750,7125,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.0,475.0,21375,7481,In-store
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Men's Apparel,55.0,475.0,26125,7838,In-store
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Apparel,55.0,475.0,26125,7838,In-store
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Street Footwear,40.0,475.0,19000,6650,In-store
Foot Locker,1128299,2021-04-24,Southeast,Virginia,Richmond,Men's Street Footwear,55.0,475.0,26125,9144,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Street Footwear,45.0,475.0,21375,7481,In-store
Sports Direct,1128299,2021-12-23,Southeast,Virginia,Richmond,Men's Apparel,80.0,475.0,38000,15200,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Street Footwear,25.0,475.0,11875,3563,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Women's Apparel,35.0,475.0,16625,9144,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Street Footwear,45.0,475.0,21375,6413,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Men's Apparel,55.0,475.0,26125,10450,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.0,475.0,16625,5819,In-store
Sports Direct,1185732,2021-09-15,Midwest,Michigan,Detroit,Men's Apparel,45.0,475.0,21375,8550,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,475.0,21375,7481,In-store
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,40.0,475.0,19000,6650,In-store
Foot Locker,1185732,2021-08-18,Midwest,Missouri,St. Louis,Women's Apparel,40.0,475.0,19000,9500,In-store
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men's Athletic Footwear,25.0,475.0,11875,4156,In-store
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Apparel,25.0,475.0,11875,5938,In-store
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Street Footwear,25.0,475.0,11875,4156,In-store
West Gear,1128299,2021-03-23,West,Oregon,Portland,Men's Street Footwear,40.0,475.0,19000,6650,In-store
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Street Footwear,55.0,475.0,26125,9144,In-store
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Street Footwear,45.0,475.0,21375,7481,In-store
West Gear,1128299,2021-12-23,West,Oregon,Portland,Men's Apparel,80.0,475.0,38000,15200,In-store
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Athletic Footwear,75.0,475.0,35625,14250,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Men's Apparel,65.0,475.0,30875,13894,Online
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Men's Apparel,70.0,475.0,33250,14963,Online
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Street Footwear,30.0,475.0,14250,4275,Online
Foot Locker,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Athletic Footwear,35.0,475.0,16625,6650,Online
West Gear,1197831,2021-01-05,South,Louisiana,New Orleans,Women's Apparel,35.0,475.0,16625,7481,Online
West Gear,1197831,2021-04-05,West,Idaho,Boise,Women's Street Footwear,25.0,475.0,11875,4156,Online
Foot Locker,1197831,2021-08-08,West,Idaho,Boise,Women's Athletic Footwear,50.0,475.0,23750,11875,Online
Sports Direct,1197831,2021-08-08,West,Idaho,Boise,Men's Apparel,55.0,475.0,26125,9144,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Apparel,55.0,475.0,26125,9144,Online
Foot Locker,1128299,2021-02-23,West,Idaho,Boise,Men's Street Footwear,30.0,475.0,14250,4988,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Men's Athletic Footwear,55.0,475.0,26125,10450,Online
Foot Locker,1128299,2021-06-23,West,Arizona,Phoenix,Women's Street Footwear,55.0,475.0,26125,9144,Online
Foot Locker,1128299,2021-07-22,West,Arizona,Phoenix,Women's Street Footwear,55.0,475.0,26125,9144,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Street Footwear,35.0,475.0,16625,5819,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Men's Athletic Footwear,45.0,475.0,21375,8550,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Street Footwear,45.0,475.0,21375,7481,Online
Kohl's,1128299,2021-01-26,West,Arizona,Phoenix,Women's Apparel,45.0,475.0,21375,5344,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Athletic Footwear,60.0,475.0,28500,9975,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Men's Apparel,70.0,475.0,33250,9975,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,50.0,475.0,23750,8313,Online
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Apparel,65.0,475.0,30875,7719,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Men's Apparel,55.0,475.0,26125,9144,Online
Sports Direct,1128299,2021-07-12,Southeast,Georgia,Atlanta,Women's Apparel,70.0,475.0,33250,8313,Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,475.0,33250,8313,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Street Footwear,55.0,475.0,26125,9144,Online
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55.0,475.0,26125,10450,Online
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,25.0,475.0,11875,4750,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Men's Apparel,45.0,475.0,21375,7481,Online
Amazon,1185732,2021-02-11,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35.0,475.0,16625,5819,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Street Footwear,20.0,475.0,9500,3800,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Apparel,30.0,475.0,14250,7125,Online
Amazon,1185732,2021-05-09,Midwest,Ohio,Columbus,Women's Street Footwear,40.0,475.0,19000,7600,Online
Amazon,1185732,2021-09-09,Midwest,Ohio,Columbus,Women's Street Footwear,25.0,475.0,11875,4750,Online
Amazon,1185732,2021-11-10,Midwest,Ohio,Columbus,Men's Apparel,80.0,475.0,38000,13300,Online
Amazon,1185732,2021-04-22,Southeast,Kentucky,Louisville,Men's Street Footwear,45.0,475.0,21375,8550,Online
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Women's Street Footwear,20.0,475.0,9500,3800,Online
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Apparel,30.0,475.0,14250,7125,Online
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,45.0,475.0,21375,8550,Online
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,50.0,475.0,23750,9500,Online
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,40.0,475.0,19000,7600,Online
Sports Direct,1185732,2021-10-18,South,Mississippi,Jackson,Women's Apparel,35.0,475.0,16625,8313,Online
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Women's Athletic Footwear,60.0,475.0,28500,11400,Online
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Apparel,70.0,475.0,33250,11638,Online
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Women's Apparel,60.0,475.0,28500,11400,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Apparel,55.0,475.0,26125,10450,Online
Kohl's,1197831,2021-11-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.0,475.0,11875,4750,Online
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Men's Street Footwear,40.0,475.0,19000,6650,Online
Foot Locker,1185732,2021-09-13,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,45.0,475.0,21375,7481,Online
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.0,475.0,16625,5819,Online
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Street Footwear,40.0,475.0,19000,6650,In-store
Foot Locker,1185732,2021-04-06,Midwest,Iowa,Des Moines,Men's Street Footwear,20.0,475.0,9500,2850,In-store
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Street Footwear,35.0,475.0,16625,4988,In-store
West Gear,1185732,2021-09-04,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35.0,475.0,16625,4988,In-store
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Street Footwear,35.0,475.0,16625,6650,In-store
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Women's Apparel,65.0,475.0,30875,12350,In-store
Foot Locker,1185732,2021-02-22,Northeast,West Virginia,Charleston,Men's Street Footwear,35.0,475.0,16625,6650,In-store
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Men's Street Footwear,60.0,475.0,28500,9975,In-store
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Men's Street Footwear,35.0,475.0,16625,5819,In-store
Kohl's,1185732,2021-04-07,Northeast,New Jersey,Newark,Men's Street Footwear,35.0,475.0,16625,5819,In-store
Kohl's,1185732,2021-09-06,Northeast,New Jersey,Newark,Men's Street Footwear,50.0,475.0,23750,8313,In-store
Sports Direct,1185732,2021-07-03,Northeast,Connecticut,Hartford,Women's Apparel,60.0,475.0,28500,9975,In-store
Foot Locker,1185732,2021-02-08,Northeast,Connecticut,Hartford,Men's Street Footwear,35.0,475.0,16625,5819,In-store
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Street Footwear,65.0,475.0,30875,13894,In-store
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,475.0,33250,11638,In-store
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Street Footwear,70.0,475.0,33250,13300,Outlet
Foot Locker,1185732,2021-11-15,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,60.0,470.0,28200,14100,Outlet
Amazon,1185732,2021-10-24,Northeast,Maine,Portland,Men's Street Footwear,40.0,470.0,18800,6580,Outlet
Foot Locker,1185732,2021-03-05,Midwest,Iowa,Des Moines,Men's Street Footwear,20.0,470.0,9400,2820,In-store
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,20.0,470.0,9400,2820,In-store
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Street Footwear,50.0,470.0,23500,9400,In-store
Foot Locker,1185732,2021-05-06,Northeast,Rhode Island,Providence,Men's Street Footwear,50.0,470.0,23500,8225,In-store
Sports Direct,1185732,2021-03-13,Northeast,Massachusetts,Boston,Men's Street Footwear,40.0,470.0,18800,5640,In-store
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,50.0,450.0,22500,12375,Outlet
Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,50.0,450.0,22500,12375,Outlet
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,450.0,22500,9000,Outlet
Sports Direct,1197831,2021-08-28,South,Texas,Dallas,Women's Apparel,35.0,450.0,15750,7875,Outlet
Sports Direct,1197831,2021-09-08,South,Texas,Dallas,Men's Apparel,50.0,450.0,22500,6750,Outlet
Sports Direct,1197831,2021-10-01,South,Texas,Dallas,Women's Athletic Footwear,60.0,450.0,27000,13500,Outlet
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,55.0,450.0,24750,8663,Outlet
Foot Locker,1185732,2021-11-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,50.0,450.0,22500,11250,Outlet
West Gear,1128299,2020-01-02,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,35.0,450.0,15750,6300,Outlet
West Gear,1128299,2020-01-03,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,45.0,450.0,20250,5063,Outlet
West Gear,1128299,2020-01-04,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,45.0,450.0,20250,8100,Outlet
West Gear,1128299,2020-01-31,West,Nevada,Las Vegas,Women's Apparel,80.0,450.0,36000,9000,Outlet
West Gear,1128299,2020-02-10,West,Nevada,Las Vegas,Women's Athletic Footwear,60.0,450.0,27000,9450,In-store
West Gear,1128299,2020-02-21,West,Nevada,Las Vegas,Women's Street Footwear,60.0,450.0,27000,9450,In-store
West Gear,1128299,2020-02-24,West,Nevada,Las Vegas,Women's Apparel,75.0,450.0,33750,5063,In-store
West Gear,1128299,2020-04-17,West,Colorado,Denver,Women's Athletic Footwear,65.0,450.0,29250,13163,In-store
West Gear,1128299,2020-05-04,West,Colorado,Denver,Women's Street Footwear,65.0,450.0,29250,11700,In-store
West Gear,1128299,2020-05-26,West,Colorado,Denver,Men's Street Footwear,40.0,450.0,18000,5400,In-store
West Gear,1128299,2020-05-27,West,Colorado,Denver,Men's Athletic Footwear,50.0,450.0,22500,5625,In-store
West Gear,1128299,2020-05-28,West,Colorado,Denver,Women's Street Footwear,50.0,450.0,22500,5625,In-store
West Gear,1128299,2020-06-02,West,Washington,Seattle,Men's Athletic Footwear,50.0,450.0,22500,5625,In-store
West Gear,1128299,2020-06-03,West,Washington,Seattle,Women's Street Footwear,50.0,450.0,22500,5625,In-store
West Gear,1128299,2020-07-15,West,Washington,Seattle,Women's Street Footwear,70.0,450.0,31500,7875,In-store
West Gear,1128299,2020-07-18,West,Washington,Seattle,Women's Apparel,65.0,450.0,29250,5850,In-store
West Gear,1128299,2020-07-28,West,Washington,Seattle,Women's Athletic Footwear,70.0,450.0,31500,9450,In-store
Foot Locker,1185732,2020-10-17,Southeast,Florida,Miami,Men's Street Footwear,35.0,450.0,15750,5513,In-store
Foot Locker,1185732,2020-12-04,Midwest,Minnesota,Minneapolis,Men's Street Footwear,45.0,450.0,20250,7088,Outlet
Kohl's,1189833,2021-01-05,Midwest,Montana,Billings,Women's Street Footwear,45.0,450.0,20250,9113,Outlet
Kohl's,1189833,2021-02-05,Midwest,Montana,Billings,Women's Athletic Footwear,40.0,450.0,18000,7200,Outlet
Kohl's,1189833,2021-02-16,Midwest,Montana,Billings,Women's Street Footwear,45.0,450.0,20250,9113,Outlet
Kohl's,1189833,2021-02-19,Midwest,Montana,Billings,Women's Apparel,60.0,450.0,27000,6750,Outlet
Sports Direct,1197831,2021-03-18,South,Tennessee,Knoxville,Women's Street Footwear,35.0,450.0,15750,5513,Outlet
Sports Direct,1197831,2021-05-13,South,Tennessee,Knoxville,Men's Apparel,55.0,450.0,24750,9900,Outlet
Foot Locker,1185732,2021-07-26,Midwest,Nebraska,Omaha,Men's Street Footwear,50.0,450.0,22500,9000,Outlet
Sports Direct,1197831,2021-08-12,South,Alabama,Birmingham,Women's Apparel,35.0,450.0,15750,8663,Outlet
Sports Direct,1197831,2021-08-15,South,Alabama,Birmingham,Women's Street Footwear,30.0,450.0,13500,6075,Outlet
Sports Direct,1197831,2021-10-03,South,Alabama,Birmingham,Women's Athletic Footwear,45.0,450.0,20250,12150,Outlet
Amazon,1185732,2021-10-12,South,Alabama,Birmingham,Men's Street Footwear,40.0,450.0,18000,6300,Outlet
Amazon,1185732,2021-10-30,Northeast,Maine,Portland,Men's Street Footwear,40.0,450.0,18000,6300,Outlet
Amazon,1185732,2021-12-27,Northeast,Maine,Portland,Men's Street Footwear,55.0,450.0,24750,8663,Outlet
Amazon,1185732,2021-06-22,West,Alaska,Anchorage,Women's Apparel,70.0,450.0,31500,9450,Outlet
Amazon,1185732,2021-10-22,West,Alaska,Anchorage,Men's Street Footwear,70.0,450.0,31500,11025,Outlet
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Apparel,95.0,450.0,42750,8550,In-store
West Gear,1185732,2021-04-09,Northeast,New York,Albany,Women's Athletic Footwear,40.0,450.0,18000,5400,In-store
Kohl's,1185732,2021-01-14,Northeast,New York,Albany,Women's Athletic Footwear,35.0,450.0,15750,5513,In-store
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Apparel,50.0,450.0,22500,6750,In-store
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.0,450.0,18000,6300,In-store
Foot Locker,1128299,2021-02-24,West,Wyoming,Cheyenne,Men's Street Footwear,30.0,450.0,13500,4725,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Street Footwear,50.0,450.0,22500,7875,In-store
Foot Locker,1128299,2021-09-25,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.0,450.0,24750,8663,In-store
Foot Locker,1128299,2021-11-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,55.0,450.0,24750,8663,In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Apparel,45.0,450.0,20250,8100,In-store
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.0,450.0,15750,6300,In-store
Sports Direct,1185732,2021-02-17,Midwest,Michigan,Detroit,Men's Apparel,45.0,450.0,20250,8100,In-store
Sports Direct,1185732,2021-03-15,Midwest,Michigan,Detroit,Men's Athletic Footwear,35.0,450.0,15750,6300,In-store
Sports Direct,1185732,2021-04-16,Midwest,Michigan,Detroit,Women's Street Footwear,30.0,450.0,13500,4050,In-store
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.0,450.0,20250,7088,In-store
Sports Direct,1185732,2021-11-16,Midwest,Michigan,Detroit,Men's Apparel,60.0,450.0,27000,10800,In-store
Foot Locker,1185732,2021-12-17,Midwest,Missouri,St. Louis,Men's Athletic Footwear,35.0,450.0,15750,5513,In-store
West Gear,1185732,2021-12-17,Midwest,Missouri,St. Louis,Women's Apparel,50.0,450.0,22500,11250,In-store
West Gear,1185732,2021-02-11,West,Utah,Salt Lake City,Women's Apparel,25.0,450.0,11250,5625,In-store
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Women's Street Footwear,30.0,450.0,13500,4725,In-store
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Men's Athletic Footwear,25.0,450.0,11250,3938,In-store
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Apparel,45.0,450.0,20250,10125,In-store
West Gear,1185732,2021-12-10,West,Utah,Salt Lake City,Women's Street Footwear,30.0,450.0,13500,4725,In-store
West Gear,1128299,2021-02-24,West,Utah,Salt Lake City,Men's Street Footwear,30.0,450.0,13500,4725,In-store
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Street Footwear,50.0,450.0,22500,7875,In-store
West Gear,1128299,2021-09-25,West,Oregon,Portland,Men's Athletic Footwear,55.0,450.0,24750,8663,In-store
West Gear,1128299,2021-11-24,West,Oregon,Portland,Women's Athletic Footwear,55.0,450.0,24750,8663,In-store
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Apparel,45.0,450.0,20250,7088,In-store
West Gear,1128299,2021-06-17,South,Louisiana,New Orleans,Men's Apparel,95.0,450.0,42750,19238,Online
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Women's Apparel,35.0,450.0,15750,7088,Online
Foot Locker,1197831,2021-03-06,West,Idaho,Boise,Women's Street Footwear,30.0,450.0,13500,4725,Online
West Gear,1197831,2021-06-04,West,Idaho,Boise,Men's Apparel,55.0,450.0,24750,7425,Online
Sports Direct,1197831,2021-11-05,West,Idaho,Boise,Women's Athletic Footwear,60.0,450.0,27000,13500,Online
Foot Locker,1128299,2021-08-23,West,Arizona,Phoenix,Women's Street Footwear,55.0,450.0,24750,8663,Online
Kohl's,1128299,2021-12-22,West,Arizona,Phoenix,Women's Apparel,60.0,450.0,27000,6750,Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,450.0,27000,9450,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Women's Athletic Footwear,55.0,450.0,24750,8663,Online
Kohl's,1128299,2021-08-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,450.0,33750,8438,Online
Kohl's,1128299,2021-11-26,West,New Mexico,Albuquerque,Women's Street Footwear,60.0,450.0,27000,9450,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,450.0,13500,5400,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Athletic Footwear,40.0,450.0,18000,7200,Online
